sofifa_id,overall,potential,value_eur,wage_eur,age,height_m,pot_wage_ratio,val_wage_ratio
0.5970619692440259,1.0000000000000002,0.9565217391304348,0.40203411498471575,0.9141630901287554,0.6666666666666665,0.2941176470588234,0.00020915212708227113,0.006757897744985971
0.7124138791151894,0.9782608695652175,0.9347826086956521,0.6159615652272529,0.771101573676681,0.5925925925925926,0.5882352941176472,0.0004975951597450997,0.012440295434164292
0.07845834640342557,0.9565217391304348,0.9130434782608694,0.2319231304545056,0.771101573676681,0.7407407407407407,0.6274509803921569,0.0004762783536360687,0.004555059059891233
0.7212045396996966,0.9565217391304348,0.9130434782608694,0.664932909258677,0.771101573676681,0.4814814814814814,0.392156862745098,0.0004762783536360687,0.013445795374507834
0.729193987883552,0.9565217391304348,0.9130434782608694,0.6468908351418365,1.0,0.5185185185185186,0.5098039215686274,3.2888786568219426e-05,0.010039191817223616
0.7571759530459299,0.9565217391304348,0.9565217391304348,0.5772999778340232,0.37052932761087265,0.4444444444444444,0.6470588235294117,0.002653872085389409,0.024412665169186006
0.8756873608743797,0.9565217391304348,0.9999999999999998,1.0,0.6566523605150215,0.2222222222222222,0.5294117647058822,0.0009137362876996656,0.02389655219153387
0.632859534616533,0.9347826086956523,0.8913043478260869,0.06954446340294136,0.24463519313304719,0.7037037037037037,0.7450980392156863,0.004559686072707929,0.004278146591620367
0.7271645017554866,0.9347826086956523,0.9347826086956521,0.5102865596857586,0.7138769670958512,0.4814814814814814,0.6274509803921569,0.0006544868527075694,0.011108801828951471
0.7637406037059853,0.9347826086956523,0.8913043478260869,0.6675103484182257,0.6852646638054364,0.40740740740740744,0.6470588235294117,0.0006947756162536385,0.01521203540129551
0.8158496441785494,0.9347826086956523,0.8913043478260869,0.5154414380048559,0.6566523605150215,0.5185185185185186,0.2549019607843137,0.0007886159040162214,0.012217106660220758
0.6240084051715993,0.9130434782608696,0.8695652173913042,0.3401755751555484,1.0,0.6296296296296295,0.5882352941176472,0.0,0.005181039473879545
0.7259211108129661,0.9130434782608696,0.9130434782608694,0.44069570237794536,0.7138769670958512,0.4814814814814814,0.8627450980392157,0.0006314647021098158,0.00956562402577159
0.7560988514695822,0.9130434782608696,0.8695652173913042,0.536060951281245,0.6280400572246067,0.4444444444444444,0.5490196078431375,0.0008648255922597736,0.013301465239530293
0.7562538029244252,0.9130434782608696,0.8695652173913042,0.45358289817568853,0.8855507868383405,0.4814814814814814,0.5882352941176472,0.00018884529061751875,0.00790444935353136
0.7684647334268081,0.9130434782608696,0.8695652173913042,0.443273141537494,0.6566523605150215,0.4814814814814814,0.7450980392156863,0.0007635918272795325,0.01047761477257838
